id;nombre;categoria;subcategoria;municipio;latitud;longitud;calle;numero;piso;oficina;departamento;entre_calle_1;entre_calle_2;codigo_postal;otra_info_dire;referente_1;mail_referente_1;tel_referente_1;referente_2;mail_referente_2;tel_referente_2;referente_3;mail_referente_3;tel_referente_3;referente_4;mail_referente_4;tel_referente_4;referente_5;mail_referente_5;tel_referente_5;tipo_contacto_1;contacto_1;tipo_contacto_2;contacto_2;tipo_contacto_3;contacto_3;telefono_1;telefono_2;telefono_3;telefono_4;telefono_5;telefono_6;telefono_7;telefono_8;telefono_9;telefono_10;telefono_11;horario_lunes;horario_martes;horario_miercoles;horario_jueves;horario_viernes;horario_sabado;horario_domingo;guardia
876;Unidad de Gestión Comunitaria N° 6;Otros servicios;Unidades de gestión comunitaria;Morón;-34.689.435;-58.636.143;Baradero;1340;;;;;;;;;;;;;;;;;;;;;;;Mail;ugc6@moron.gob.ar;;;;;(11) 46970529;(11) 46979573;(11) 46979626;;;;;;;;;;;;;;;;
878;Juzgado de Paz;Justicia;Juzgados;Balcarce;-3.785.004.062;-5.825.503.892;Calle19;720;;;;Calle 20;Calle 22;;;;;;;;;;;;;;;;;;;;;;;;(2266) 422142;;;;;;;;;;;;;;;;;;
879;Hospital Subzonal Especializado Dardo Rocha;Salud;Hospitales;Cañuelas;-3.512.573.355;-5.889.218.388;Nuestra Señora de la Merced ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 493037;;;;;;;;;;;;;;;;;;
880;Departamento Judicial;Justicia;Departamentos Judiciales;General San Martín;-345.832.818;-5.853.901.052;Ricardo Balbín;1753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 47245700;(11) 47245800;;;;;;;;;;;;;;;;;
881;Hospital Municipal San Carlos;Salud;Hospitales;Capitán Sarmiento;-3.417.888.621;-5.979.948.758;San Martín;451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 481311;(2478) 483191;;;;;;;;;;;;;;;;;24 horas
882;Departamento Judicial;Justicia;Departamentos Judiciales;Bahía Blanca;-387.179.945;-622.670.113;Estomba;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4563600;(291) 4557009;(291) 4559328;(291) 4999384;;;;;;;;;;;;;;;
883;Asociación Para la Prevención y Recuperación por Estupefacientes;Salud;Adicciones;Chivilcoy;-3.489.841.345;-6.002.524.117;J. Bautista Alberdi ;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2346) 424696;;;;;;;;;;;09.00-12.00&13.30-17.30;09.00-12.00&13.30-17.30;09.00-12.00&13.30-17.30;09.00-12.00&13.30-17.30;09.00-12.00&13.30-17.30;;;
884;Ayudantía Fiscal;Justicia;Unidades Fiscales;Balcarce;-378.569.267;-5.825.403.822;Calle 32;;;;;Calle 27;Calle 29;;;Norberto Eduardo  Soler;;;;;;;;;;;;;;;;;;;;;(2262) 422516;;;;;;;;;;;;;;;;;;
885;Centro de Acceso a la Justicia;Justicia;Centros de Acceso a la Justicia;Morón;-346.516.912;-586.219.038;Nuestra Señora del Buen Viaje;948;;;;;;;;Eduardo  Danieri;;;;;;;;;;;;;;;;;;;;;(11) 44897844;;;;;;;;;;;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;08:00-16:00;;;
886;Comisaría de la Mujer;Seguridad;Comisarías de la Mujer;La Plata;-34.903.774;-57.951.098;Calle 1;523;;;;Calle 42;Calle 43;;;;;;;;;;;;;;;;;;;;;;;;(221) 4231826;;;;;;;;;;;08:00-16:30;08:00-16:30;08:00-16:30;08:00-16:30;08:00-16:30;;;
887;Prevención y Asistencia de las Adicciones Ce.Va.Re.So (Centro Varelense de Rehabilitación Social);Salud;Adicciones;Florencio Varela;-34.774.735;-58.269.003;Avenida del Trabajo;199;;;;Avenida Calchaquí;Camino General Belgrano;;dentro del predio del ex laboratorio YPF;Liliana  Puga;;;;;;;;;;;;;;;;;;;;;(11) 42757309;;;;;;;;;;;;;;;;;;
888;Unidad Sanitaria La Loma;Salud;Atención Primaria - CAPS;Capitán Sarmiento;-3.417.159.844;-5.979.914.028;La Plata;;;;;San Nicolás;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 483479;;;;;;;;;;;;;;;;;;
889;Colegio Profesional de Trabajadores/as Sociales;Otros servicios;Trabajadores/as Sociales;La Plata;-34.919.418;-57.949.863;Calle 54;742;3;;;;;;;;;;;;;;;;;;;;;;Mail;info@catspba.org.ar;;;;;(221) 4271589;;;;;;;;;;;;;;;;;;
890;Departamento Judicial;Justicia;Departamentos Judiciales;La Plata;-349.190.596;-5.795.803.972;Calle 13;;;;;Calle 47;Calle 48;;;;;;;;;;;;;;;;;;;;;;;;(221) 4102400;(221) 410440;(221) 4224114;;;;;;;;;;;;;;;;
891;Hospital Zonal General de Agudos Horacio Cestino;Salud;Hospitales;Ensenada;-3.486.072.895;-5.790.751.165;San Martin ;1925;;;;Estados Unidos ;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4691255;(221) 4691041;;;;;;;;;;;;;;;;;
892;Unidad Sanitaria Dr. Julio Espinel Bavio;Salud;Atención Primaria - CAPS;Capitán Sarmiento;-34.172.492;-5.978.059.803;Sarmiento;1616;;;;San Juan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
893;Centro Integrador Comunitario Pista de Trote;Desarrollo y Acción Social;Centro Integrador Comunitario;Florencio Varela;-348.249.119;-5.826.463.807;Río Traful;;;;;Río Juramento;;;Funciona en el CIC de Pista de Trote;Aldana  Fons;;;;;;;;;;;;;;;;;;;;;(11) 42379568;;;;;;;;;;;;;;;;;;
894;Hospital Zonal de Crónicos Especializado El Dique;Salud;Hospitales;Ensenada;-34.898.185;-57.928.943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2221) 4235175;;;;;;;;;;;;;;;;;;
895;Centro de Asistencia a la Víctima;Justicia;Centros de Asistencia a la Víctima;Bahía Blanca;-387.137.266;-622.725.374;Estomba;548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(291) 4549561;(291) 4549556;;;;;;;;;;;;;;;;;
896;Departamento Judicial;Justicia;Departamentos Judiciales;General Pueyrredón;-380.071.257;-5.754.752.142;Almirante Brown;2046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4956666;;;;;;;;;;;;;;;;;;
897;Centro de Atención Primaria de la Salud;Salud;Atención Primaria - CAPS;Capitán Sarmiento;-3.418.301.202;-5.978.566.125;La Pampa;;;;;Circunvalación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
899;Oficina Descentralizada de Política Criminal;Seguridad;Oficinas Gubernamentales;Brandsen;-351.656.075;-582.351.076;Larrea ;630;;;;;;;;Hugo  Teson;;;;;;;;;;;;;;;;;;;;;(2223) 675183;;;;;;;;;;;;;;;;;;
900;Fiscalía General;Justicia;Unidades Fiscales;La Plata;-34.918.201;-57.945.315;Calle 7;;;;;Calle 56;Calle 57;;;Héctor Ernesto  Vogliolo (Fiscal de Cámaras);;;;;;;;;;;;;;;;;;;;;(221) 4274991;;;;;;;;;;;;;;;;;;
902;Defensoría General;Justicia;Unidades de la Defensa;General Pueyrredón;-380.086.765;-5.754.660.432;Gascón;2099;;;;;;;;Cecilia Margarita  Boeri;;;;;;;;;;;;;;;;;;;;;(223) 4937257;(223) 4930407;(223) 4957079;;;;;;;;;;;;;;;;
903;Hospital Zonal de Agudos Mi Pueblo;Salud;Hospitales;Florencio Varela;-348.194.747;-582.717.299;Progreso;240;;;;;;;;;;;;;;;;;;;;;;;Mail;hospitalmipueblo@yahoo.com.ar;;;;;(11) 42876422;(11) 43553316;;;;;;;;;;;;;;;;;
904;Unidad Sanitaria La Luisa;Salud;Atención Primaria - CAPS;Capitán Sarmiento;-3.412.837.573;-5.992.459.836;Cabo Fregotte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2478) 450906;;;;;;;;;;;;;;;;;;
905;Juzgado de Paz;Justicia;Juzgados;Brandsen;-351.717.446;-5.823.649.962;Rivadavia;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2223) 442149;;;;;;;;;;;;;;;;;;
906;Juzgado N° 1 de Instancia Única en el Fuero de Familia;Justicia;Juzgados;La Plata;-349.176.924;-579.587.711;Calle 46;870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4104400 int.: 56270;(221) 4224114 int.: 56230;;;;;;;;;;;;;;;;;
907;Hospital El Cruce de Alta Complejidad;Salud;Hospitales;Florencio Varela;-347.723.485;-582.709.938;Avenida Calchaquí;5401;;;;Lope de Vega;Rastrador Fournier;;;;;;;;;;;;;;;;;;Mail;info@hospitalelcruce.org.ar;Mail;comunicacionsocial@hospitalelcruce.org;;;(11) 42109000;;;;;;;;;;;;;;;;;;
908;Hospital Interzonal General de Agudos General José de San Martin;Salud;Hospitales;La Plata;-34.922.992;-57.923.437;Calle 1;;;;;Calle 70;;;;Oscar  Ortiz;;;;;;;;;;;;;;;;;;;;;(221) 4251717;(2221) 4252206;(2221) 4252181;(2221) 4252191;;;;;;;;;;;;;;;
909;Asociación Civil Mujeres Al Oeste;Asistencia a la Mujer y Familia;Organizaciones Sociales;Morón;-346.511.589;-586.197.245;25 de Mayo;256;;;5;;;1708;;Liliana  Morales;;;;;;;;;;;;;;;Mail;mao.aloeste@gmail.com;;;;;(11) 44893330;;;;;;;;;;;;;;;;;;
910;Juzgado N° 2 de Instancia Única en el Fuero de Familia;Justicia;Juzgados;La Plata;-349.176.924;-579.587.711;Calle 46;870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4104400 int.: 56214;(221) 4224114 int.: 56264;;;;;;;;;;;;;;;;;
911;Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez;Salud;Hospitales;La Plata;-34.895.386;-5.794.792;Diagonal 114 ;114;;;;Calle 39 ;Calle 40;1900;;;;;;;;;;;;;;;;;Mail;direccion-gutierrez@ms.gba.gov.ar;;;;;(221) 4830171;(2221) 4830175;(221) 4215241;;;;;;;;;;;;;;;;
912;Centro de Asistencia a la Víctima;Justicia;Centros de Asistencia a la Víctima;General Pueyrredón;-380.025.202;-5.755.525.322;La Rioja;2327;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4953963;(223) 4953950;;;;;;;;;;;;;;;;;
913;Ayudantía Fiscal;Justicia;Unidades Fiscales;Brandsen;-351.656.075;-582.351.076;Larrea;630;;;;;;;;Mariana Yanina  Abisu;;;;;;;;;;;;;;;;;;;;;(2223) 446041;;;;;;;;;;;07:30-13:30;07:30-13:30;07:30-13:30;07:30-13:30;;;;
914;MUMALA - Mujeres de la Matria Latinoamericana;Asistencia a la Mujer y Familia;Organizaciones Sociales;Morón;-346.558.615;-586.214.958;Santa Fe;910;;;;Belgrano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
915;Fiscalía General;Justicia;Unidades Fiscales;Dolores;-363.167.132;-5.767.746.622;Belgrano ;141;;;;;;;;Veronica  Polchowski;;;;;;;;;;;;;;;;;;;;;(2245) 447675;-443037;;;;;;;;;;;;;;;;;
917;Juzgado de Familia N° 3;Justicia;Juzgados;La Plata;-349.176.924;-579.587.711;Calle 46;870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4215455;(221) 410440 int.: 56208;(221) 4224114 int.: 56208;;;;;;;;;;;;;;;;
918;UFI de Competencia Temporal en Conflictos Penales;Justicia;Unidades Fiscales;General Pueyrredón;-380.025.202;-5.755.525.322;La Rioja;2327;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4951268;;;;;;;;;;;;;;;;;;
919;Fiscalía General;Justicia;Unidades Fiscales;General San Martín;-34.583.286;-58.538.902;Ricardo Balbín;1753;;;;;;;;Leonardo Hector  Luis (FISCAL DE CAMARAS);;;;;;;;;;;;;;;;;;;;;(11) 47525700;(11) 47245800;;;;;;;;;;;;;;;;;
920;Hospital Interzonal General de Agudos Profesor Dr. Rodolfo Rossi;Salud;Hospitales;La Plata;-34.896.466;-57.954.822;Calle 37;;;;;Calle 117 ;Calle 118;;;;;;;;;;;;;;;;;;;;;;;;(2221) 4828821;(2221) 4839838;(2221) 4828824;;;;;;;;;;;;;;;;
921;Centro de Salud;Salud;Centros de Salud;Florencio Varela;-3.482.899.494;-5.821.788.378;Brochero;;0;;;Púan;;;entrada 50;María Cecilia  López;;;;;;;;;;;;;;;;;;;;;(11) 42211048;;;;;;;;;;;;;;;;;;
923;Hospital Interzonal Especial de Agudos y Crónicos Dr. Alejandro Korn;Salud;Hospitales;La Plata;-3.495.524.616;-5.805.470.422;Calle 520;;;;;Calle 175;;;;;;;;;;;;;;;;;;;;;;;;;(2221) 4780018;;;;;;;;;;;;;;;;;;
924;Juzgado de Familia N° 4;Justicia;Juzgados;La Plata;-349.234.132;-579.481.641;Calle 58;822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4223701 int.: 54503;(221) 4211449 int.: 54504;;;;;;;;;;;;;;;;;
925;Asociación Civil Todos Somos Una;Atención en Violencia;Organizaciones Sociales;Morón;-346.497.059;-586.185.424;9 de julio;127;7;G;;;;;;Graciela  Campodónico;;;;;;;;;;;;;;;;;;;;;(11) 44832180;(11) 34998888;;;;;;;;;;;;;;;;;
927;Departamento Judicial;Justicia;Departamentos Judiciales;Dolores;-363.167.132;-5.767.746.622;Belgrano ;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2245) 441593;(2245) 441597;(2245) 441594;(2245) 441596;(2245) 441598;;;;;;;;;;;;;;
928;Ente descentralizado Hospital Dr. Ángel Marzetti;Salud;Otros Salud;Cañuelas;-3.505.996.392;-5.876.337.093;Rawson;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 421626;(2226) 421268;;;;;;;;;;;;;;;;;24 horas
929;Centro de Salud Bosques Norte Dr. Julián Baigorri;Salud;Centros de Salud;Florencio Varela;-3.481.736.063;-5.822.252.874;Marcos Paz;;;;;Santa Teresita;;;;;;;;;;;;;;;;;;;;;;;;;(11) 42212402;;;;;;;;;;;;;;;;;;
930;Juzgado de Familia N° 5;Justicia;Juzgados;La Plata;-349.234.132;-579.481.641;Calle 58;822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4223701 int.: 54527;(221) 4211449 int.: 54528;;;;;;;;;;;;;;;;;
932;Asociación Civil ANKOKU;Asistencia a la Mujer y Familia;Organizaciones Sociales;Morón;-34.636.544;-586.052.689;Milán;1863;;;;;;;;Cristina  Robledo;;;;;;;;;;;;;;;;;;;;;(11) 36376778;;;;;;;;;;;;;;;;;;
933;Centro de Salud Ricardo Rojas;Salud;Centros de Salud;Florencio Varela;-3.482.184.787;-5.823.373.317;Capdevila;960;;;;;;;;Flavio  Dombrowski;;;;;;;;;;;;;;;;;;;;;(11) 42212382;;;;;;;;;;;;;;;;;;
934;Departamento Judicial;Justicia;Departamentos Judiciales;La Plata;-349.189.876;-5.794.638.272;Calle 8;;;;;Calle 56;Calle 57;;;;;;;;;;;;;;;;;;;;;;;;(221) 4102400;;;;;;;;;;;;;;;;;;
935;Salud;Salud;Oficinas Gubernamentales;Dolores;-3.631.333.935;-5.767.851.828;Buenos Aires ;278;;;;;;;;German  Rodriguez;;;;;;;;;;;;;;;;;;;;;(2245) 440637;;;;;;;;;;;;;;;;;;
936;Oficinas de Violencia Familiar;Seguridad;Comisarías;La Plata;-349.506.251;-57.971.432;Calle 137;1413;;;;Calle 61;Calle 62;;;;;;;;;;;;;;;;;;;;;;;;(221) 4507890;;;;;;;;;;;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;08:00-20:00;;;
938;Hospital Subzonal Especializado San Lucas de Olmos;Salud;Hospitales;La Plata;-349.947;-58.038.019;Calle 51;;;;;Calle 192 ;Calle 197;;;;;;;;;;;;;;;;;;Mail;h.lucas@ms.gba.gov.ar;;;;;(2221) 4961051;;;;;;;;;;;;;;;;;;
939;Juzgado de Familia N° 6;Justicia;Juzgados;La Plata;-349.203.217;-5.795.005.552;Calle 55;763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4223701 int.: 54530;(221) 4211449 int.: 54530;(221) 4820619 int.: 111;;;;;;;;;;;;;;;;
940;Defensoría General;Justicia;Unidades de la Defensa;General San Martín;-34.583.286;-58.538.902;Ricardo Balbín;1753;;;;;;;;Andres  Harfuch (DEFENSOR GENERAL);;;;;;;;;;;;;;;;;;;;;(11) 47245700;(11) 47245800;;;;;;;;;;;;;;;;;
941;Fiscalía General;Justicia;Unidades Fiscales;General Pueyrredón;-380.112.955;-5.753.927.052;Almirante Brown;1222;;;;;;;;Fabián  Fernández Garello;;;;;;;;;;;;;;;;;;;;;(223) 4519752;(223) 4519608;(223) 4860259;;;;;;;;;;;;;;;;
942;Centro Integrador Comunitario El Rocío;Desarrollo y Acción Social;Centro Integrador Comunitario;Florencio Varela;-3.483.277.054;-5.822.766.586;Lobos;;;;;Chascomús;;;;Dario  Roth (Efector Territorial);;;Alejandra  Chappani;;;;;;;;;;;;;;;;;;(11) 42213688;;;;;;;;;;;;;;;;;;
943;Colegio Profesional de Psicólogos/as;Otros servicios;Psicólogos/as;Chivilcoy;-34.889.494;-60.023.642;General Rodríguez ;413;;;;;;;;;;;;;;;;;;;;;;;Mail;col_psic_dis7@hotmail.com;;;;;(2346) 430909;;;;;;;;;;;;;;;;;;
944;Hospital Interzonal Especial de Agudos y Crónicos San Juan de Dios;Salud;Hospitales;La Plata;-349.480.838;-5.795.084;Calle 27;;;;;Calle 70;;;;;;;;;;;;;;;;;;;Mail;hospitalsanjuandedioslaplata@yahoo.com.ar;;;;;(2221) 4575454;(2221) 4533404;;;;;;;;;;;;;;;;;
946;Centro Provincial de Atención en Adicciones;Salud;Adicciones;Cañuelas;-3.505.335.815;-5.875.613.645;Manuel Acuña;638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 442014;;;;;;;;;;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;;;
947;Centro de Salud Villa Hudson Dr. Evaristo Rodríguez;Salud;Centros de Salud;Florencio Varela;-348.400.198;-5.823.232.048;Iberia;359;;;;Pico Truncado;Brochero;;;Ana  Bo;;;;;;;;;;;;;;;;;;;;;(11) 42139318;;;;;;;;;;;;;;;;;;
948;Oficinas de Violencia Familiar;Seguridad;Destacamentos;La Plata;-3.495.415;-57.887.971;Calle 4;;;;;Calle 611;;;;;;;;;;;;;;;;;;;;;;;;;(221) 4865463;;;;;;;;;;;;;;;;;;
949;Hospital Zonal General de Agudos San Roque;Salud;Hospitales;La Plata;-34.891.149;-58.007.252;Calle 508;;;;;Calle 18 ;Calle 19;;;;;;;;;;;;;;;;;;Mail;dirsanroque@netverk.com.ar;;;;;(221) 4840290;(221) 4840291;(221) 4840292;(221) 4840293;(221) 4840294;;;;;;;;;;;;;;
950;Hospital San Roque;Salud;Hospitales;Dolores;-3.631.768.267;-5.769.014.954;Lamadrid ;880;;;;;;;;Dr Jorge  Sepero;;;;;;;;;;;;;;;;;;;;;(2245) 446283;(2245) 446172;(2245) 447964;;;;;;;;;;;;;;;;
951;Dirección de Reconocimientos Médicos;Salud;Oficinas Gubernamentales;Cañuelas;-3.505.038.265;-587.622.948;Mitre;1060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 421751;;;;;;;;;;;;;;;;;;
952;Centro de Salud La Rotonda Dr. S Mandirola;Salud;Centros de Salud;Florencio Varela;-3.484.236.341;-582.080.271;Cecilia Grierson;511;;;;La Rotando;Juana de Ibarbourou;;Al lado de la Soc. Fomento;;;;;;;;;;;;;;;;;;;;;;(2229) 495920;;;;;;;;;;;;;;;;;;
953;Sala de Atención Primaria N° 1;Salud;Atención Primaria - CAPS;Dolores;-3.632.559.215;-5.767.628.284;Pistarini;;;;;Machado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;Hospital Subzonal Especializado Dr. Ramos Mejía;Salud;Hospitales;La Plata;-3.492.569.742;-5.801.839.968;Calle 143;;;;;Calle 521;Calle 522 ;;La Plata;;;;;;;;;;;;;;;;Mail;hrmejia@ms.gba.gov.ar;;;;;(221) 4705513;(221) 4706176;;;;;;;;;;;;;;;;;
955;Secretaría de Prevención de las Adicciones;Salud;Adicciones;Bragado;-3.512.241.717;-6.047.950.731;Moya;173;;;;;;;;Lidia  Ferrer (Referente);;;;;;;;;;;;;;;;;;;;;(2342) 422921;(2342) 596065;;;;;;;;;;;08:30-14:30;08:30-14:30;08:30-14:30;08:30-14:30;;;
956;Oficinas de Violencia Familiar;Seguridad;Comisarías;La Plata;-34.871.651;-58.048.604;Calle 14 C;;;;;Calle 471;Calle 472;;;Gabriela  Belletini (Comisaria inspectora);;;;;;;;;;;;;;;;;;;;;(221) 4721366;;;;;;;;;;;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;;;
958;Unidad de Defensa Civil;Justicia;Unidades de la Defensa;General San Martín;-34.580.928;-58.540.981;Belgrano;4254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(11) 48391107;(11) 48391111;(11) 48391113;(11) 48391114;;;;;;;;;;;;;;;
959;Unidad Sanitaria;Salud;Atención Primaria - CAPS;Cañuelas;-3.505.996.392;-5.876.337.093;Rawson;450;;;;;;1814;;;;;;;;;;;;;;;;;;;;;;;(2226) 421626;;;;;;;;;;;;;;;;;;
960;Juzgado de Familia N° 1;Justicia;Juzgados;General Pueyrredón;-379.946.411;-5.755.663.462;San Martín;3544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4737585;(223) 4763655;;;;;;;;;;;;;;;;;
961;Centro de Salud Carolina II;Salud;Centros de Salud;Florencio Varela;-3.482.292.218;-5.819.583.515;Garin;2666;;;;Ciudadela;San Fernando;;;Vanesa  Rodriguez Sosa;;;;;;;;;;;;;;;;;;;;;(2229) 453894;;;;;;;;;;;;;;;;;;
962;Instituto de Hemoterapia;Salud;Otros Salud;La Plata;-34.931.927;-57.943.489;Calle 15;;;;;Calle 65;Calle 66;;;;;;;;;;;;;;;;;;Mail;pph@hemo.ms.gov.ar;;;;;(221) 4510490;(221) 4510137;(221) 4573313;;;;;;;;;;;;;;;;
963;Juzgado de Familia N° 1 al N° 6;Justicia;Juzgados;General Pueyrredón;-379.946.411;-5.755.663.462;San Martín;3544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4737585;(223) 4763655;;;;;;;;;;;;;;;;;
964;Unidad Sanitaria A. Petión;Salud;Atención Primaria - CAPS;Cañuelas;-3.497.738.583;-5.867.634.644;Agüero;1808;;;;Visir;;;;;;;;;;;;;;;;;;;;;;;;;(2226) 491039;;;;;;;;;;;;;;;;;;
965;Sala de Atención Primaria N° 3;Salud;Atención Primaria - CAPS;Dolores;-3.630.444.966;-5.768.421.973;Quadri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;Hospital Municipal San Luis;Salud;Hospitales;Bragado;-3.512.003.316;-6.050.524.859;Hermanos Islas;1454;;;;;;6640;;;;;;;;;;;;;;;;;;;;;;;(2342) 430572;(2342) 422169;(2342) 422380;;;;;;;;;;;;;;;;
967;Hospital Subzonal Especializado José Ingenieros;Salud;Hospitales;La Plata;-34.937.106;-58.045.042;Calle 161;;;;;Calle 514;;;;;;;;;;;;;;;;;;;Mail;secretaria-joseingenieros@ms.gba.gov.ar;;;;;(221) 4785800;(221) 47886004;;;;;;;;;;;;;;;;;
968;Sala Atención Primaria N° 2 Dr. Uliana;Salud;Atención Primaria - CAPS;Dolores;-363.142.685;-576.655.298;Sarmiento ;1155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
969;Juzgado de Paz;Justicia;Juzgados;Chivilcoy;-348.946.244;-6.002.031.921;Rivadavia;113;;;;;;;;Eduardo  Banchero;;;;;;;;;;;;;;;;;;;;;(2346) 433170;;;;;;;;;;;;;;;;;;
970;Unidad de Defensa Civil N° 4;Justicia;Unidades de la Defensa;General Pueyrredón;-380.071.257;-5.754.752.142;Almirante Brown;2046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4956666;;;;;;;;;;;;;;;;;;
971;Asesoría de Menores e Incapaces;Justicia;Asesorías;General San Martín;-34.580.928;-58.540.981;Belgrano;4254;;;;;;;;Roxana Claudia  Bednarz (ASESORA);;;;;;;;;;;;;;;;;;;;;(11) 48391110 int.: 120;(11) 48391114 int.: 120;(11) 48391111 int.: 120;;;;;;;;;;;;;;;;
972;Unidad Sanitaria Pedro Teodora Gandia Gobernador Udaondo;Salud;Atención Primaria - CAPS;Cañuelas;-352.983.841;-5.859.596.304;Panamá;;;;;Río Negro;Bolivia;7221;;;;;;;;;;;;;;;;;;;;;;;(2271) 421370;;;;;;;;;;;;;;;;;;
973;Hogar Nuevo;Asistencia a la Mujer y Familia;Organizaciones Sociales;Bragado;-3.512.003.316;-6.050.524.859;Hermanos Islas;1451;;;;Urquiza;;;;;;;;;;;;;;;;;;;;;;;;;(2342) 422210;(2342) 430372;;;;;;;;;;;;;;;;;
974;Centro Integrador Comunitario;Desarrollo y Acción Social;Centro Integrador Comunitario;Dolores;-362.992.043;-576.812.865;Pasteur;;;;;Irigoyen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
975;Hospital Zonal de Odontología Dr. Adolfo Bollini;Salud;Hospitales;La Plata;-34.924.432;-57.957.352;Calle 53;;;;;Calle 16;;;;;;;;;;;;;;;;;;;Mail;bollini@ms.gba.gov.ar;;;;;(221) 4513460;(221) 4534723;(221) 4570262;(221) 4513460;;;;;;;;;;;;;;;
976;Centro de Salud Don José;Salud;Centros de Salud;Florencio Varela;-3.479.504.881;-5.831.161.946;El Indio ;57;;;;;;;;María Victoria  Pérez Ávila;;;;;;;;;;;;;;;;;;;;;(11) 42131731;;;;;;;;;;;;;;;;;;
977;Unidad Funcional de Defensa Civil N° 2;Justicia;Unidades de la Defensa;La Plata;-349.190.596;-5.795.803.972;Calle 13;;;;;Calle 47;Calle 48;;;;;;;;;;;;;;;;;;;;;;;;(221) 4102600 int.: 2035;;;;;;;;;;;;;;;;;;
978;Unidad Funcional de Defensa Civil N° 5;Justicia;Unidades de la Defensa;General Pueyrredón;-380.071.257;-5.754.752.142;Almirante Brown;2046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;(223) 4956666;;;;;;;;;;;;;;;;;;
980;Sala de Atención Primaria N° 4;Salud;Atención Primaria - CAPS;Dolores;-362.077.577;-5.774.165.022;Doctor Ulke;;;;;Piedrabuena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;Asesoría de Incapaces N° 2;Justicia;Asesorías;General San Martín;-34.580.928;-58.540.981;Belgrano;4254;;;;;;;;Nelida  Greco (ASESORA);;;;;;;;;;;;;;;;;;;;;(11) 48391110 int.: 129;(11) 48391114 int.: 129;(11) 48391111 int.: 129;;;;;;;;;;;;;;;;
982;Centro de Asistencia a la Víctima;Justicia;Centros de Asistencia a la Víctima;La Plata;-349.178.804;-5.794.528.042;Calle 8;;;;;Calle 56;Calle 57;;;;;;;;;;;;;;;;;;;;;;;;(221) 4274986;;;;;;;;;;;07:30-13:30;07:30-13:30;07:30-13:30;07:30-13:30;07:30-13:30;;;
983;Unidad Sanitaria Eva Perón;Salud;Atención Primaria - CAPS;Cañuelas;-3.493.822.591;-5.872.804.483;Necochea;;;;;Urbinea;Luzuriaga;1814;;;;;;;;;;;;;;;;;;;;;;;(2226) 497583;;;;;;;;;;;;;;;;;;
